surface_start_s,surface_end_s,contact_force_mean_n,contact_force_std_n,contact_force_p05_n,contact_force_p95_n,position_rmse_x_m,position_rmse_y_m,position_rmse_z_m,position_error_norm_rmse_m,position_error_norm_p95_m,attitude_geodesic_rmse_deg,attitude_geodesic_p95_deg,pitch_error_mae_deg,pitch_error_p95_deg
39.04990911483765,359.5629861354828,4.593608460484557,1.1243570622823205,3.0180995218369904,6.593790701940932,0.30963155263041103,0.07594914162089134,0.09717556264403654,0.3332912547194335,0.5244919933780288,3.6147533587323575,5.386778402910356,1.6666506682346895,3.4089641665692594
